%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=210461, 2015/05/9 19:27:29.62)
399 4789 4.366244e-01 1.193431e+00 1.461254e-06 1.461254e-06 3.009094e-05 1.865418e-04 2.497403e-04 2.880863e-04 3.181825e-04 3.259338e-04 4.322708e-04 9.427825e-04 2.513792e-03 5.458196e-03 1.201344e-02 6.281836e-02 1.162577e-01 2.861907e-01 4.364629e-01 7.937442e-01 1.193431e+00 
400 4801 4.271211e-01 1.205456e+00 1.429425e-06 1.429425e-06 2.962728e-05 1.856966e-04 2.508235e-04 2.914435e-04 3.171669e-04 3.242146e-04 4.328353e-04 9.368863e-04 2.530173e-03 5.436558e-03 1.185469e-02 6.282141e-02 1.158158e-01 2.842907e-01 4.382219e-01 7.960455e-01 1.205456e+00 
401 4813 3.985511e-01 1.199864e+00 1.415195e-06 1.415195e-06 2.903757e-05 1.849023e-04 2.501121e-04 2.913368e-04 3.140828e-04 3.220244e-04 4.356991e-04 9.336666e-04 2.508706e-03 5.475421e-03 1.179085e-02 6.304082e-02 1.170170e-01 2.828834e-01 4.377206e-01 7.919017e-01 1.199864e+00 
402 4825 3.772789e-01 1.200815e+00 1.390563e-06 1.390563e-06 2.875690e-05 1.849509e-04 2.479013e-04 2.906210e-04 3.122211e-04 3.217204e-04 4.335203e-04 9.261845e-04 2.506861e-03 5.500618e-03 1.179625e-02 6.226926e-02 1.162890e-01 2.828210e-01 4.398732e-01 7.932978e-01 1.200815e+00 
403 4837 3.634794e-01 1.185800e+00 1.384320e-06 1.384320e-06 2.843126e-05 1.839761e-04 2.469948e-04 2.917990e-04 3.151289e-04 3.216379e-04 4.352774e-04 9.232931e-04 2.524570e-03 5.468651e-03 1.178697e-02 6.158767e-02 1.163331e-01 2.820525e-01 4.462529e-01 7.979613e-01 1.185800e+00 
404 4849 3.663244e-01 1.184634e+00 1.366602e-06 1.366602e-06 2.818853e-05 1.844253e-04 2.458549e-04 2.897402e-04 3.138250e-04 3.225094e-04 4.359065e-04 9.325044e-04 2.516649e-03 5.480394e-03 1.183405e-02 6.124174e-02 1.156497e-01 2.794810e-01 4.508946e-01 8.135332e-01 1.184634e+00 
405 4861 3.733758e-01 1.190800e+00 1.351218e-06 1.351218e-06 2.775912e-05 1.829686e-04 2.408071e-04 2.875461e-04 3.177705e-04 3.214165e-04 4.325191e-04 9.259797e-04 2.528110e-03 5.426078e-03 1.197777e-02 6.158623e-02 1.149155e-01 2.817567e-01 4.496206e-01 8.246622e-01 1.190800e+00 
406 4873 3.792935e-01 1.186069e+00 1.338215e-06 1.338215e-06 2.746208e-05 1.825769e-04 2.399348e-04 2.855196e-04 3.158618e-04 3.198825e-04 4.314349e-04 9.225515e-04 2.521449e-03 5.421054e-03 1.199022e-02 6.273824e-02 1.137218e-01 2.844682e-01 4.462615e-01 8.292075e-01 1.186069e+00 
407 4885 3.736224e-01 1.180361e+00 1.329362e-06 1.329362e-06 2.685653e-05 1.827459e-04 2.393118e-04 2.853737e-04 3.145628e-04 3.183029e-04 4.290422e-04 9.189886e-04 2.501106e-03 5.415136e-03 1.206210e-02 6.271821e-02 1.136280e-01 2.824594e-01 4.500597e-01 8.267725e-01 1.180361e+00 
408 4897 3.811502e-01 1.168537e+00 1.315715e-06 1.315715e-06 2.670860e-05 1.811095e-04 2.381442e-04 2.849156e-04 3.154468e-04 3.175339e-04 4.261033e-04 9.109363e-04 2.484209e-03 5.401159e-03 1.215386e-02 6.288341e-02 1.140011e-01 2.801677e-01 4.527263e-01 8.326931e-01 1.168537e+00 
409 4909 3.908696e-01 1.162379e+00 1.295494e-06 1.295494e-06 2.627784e-05 1.810313e-04 2.379303e-04 2.845694e-04 3.140797e-04 3.153580e-04 4.345252e-04 9.075787e-04 2.472302e-03 5.406312e-03 1.219533e-02 6.260301e-02 1.146233e-01 2.788099e-01 4.552613e-01 8.514909e-01 1.162379e+00 
410 4921 4.088617e-01 1.169712e+00 1.265250e-06 1.265250e-06 2.595527e-05 1.808325e-04 2.410259e-04 2.832464e-04 3.135326e-04 3.166740e-04 4.406534e-04 9.062220e-04 2.460701e-03 5.360914e-03 1.219295e-02 6.276423e-02 1.150705e-01 2.771456e-01 4.563142e-01 8.471357e-01 1.169712e+00 
411 4933 4.258592e-01 1.164594e+00 1.255125e-06 1.255125e-06 2.570935e-05 1.816111e-04 2.421171e-04 2.846356e-04 3.147748e-04 3.206931e-04 4.387910e-04 9.029901e-04 2.458317e-03 5.451965e-03 1.233007e-02 6.275513e-02 1.146290e-01 2.755613e-01 4.511381e-01 8.398922e-01 1.164594e+00 
412 4945 4.359692e-01 1.170387e+00 1.231466e-06 1.231466e-06 2.556299e-05 1.821319e-04 2.432409e-04 2.851556e-04 3.131684e-04 3.231240e-04 4.384369e-04 8.933090e-04 2.473731e-03 5.436718e-03 1.238765e-02 6.246935e-02 1.157690e-01 2.717996e-01 4.488615e-01 8.385889e-01 1.170387e+00 
413 4957 4.346965e-01 1.161804e+00 1.212112e-06 1.212112e-06 2.532265e-05 1.824817e-04 2.452512e-04 2.850393e-04 3.122419e-04 3.279231e-04 4.383057e-04 8.914063e-04 2.544526e-03 5.407173e-03 1.246218e-02 6.223975e-02 1.157285e-01 2.723564e-01 4.486023e-01 8.361337e-01 1.161804e+00 
414 4969 4.421289e-01 1.169485e+00 1.201949e-06 1.201949e-06 2.508104e-05 1.836598e-04 2.470157e-04 2.832297e-04 3.128631e-04 3.283762e-04 4.330282e-04 8.885414e-04 2.605694e-03 5.389025e-03 1.289899e-02 6.201208e-02 1.156650e-01 2.714836e-01 4.469147e-01 8.363599e-01 1.169485e+00 
415 4981 4.474715e-01 1.168685e+00 1.185448e-06 1.185448e-06 2.477736e-05 1.843437e-04 2.489721e-04 2.847279e-04 3.132282e-04 3.281770e-04 4.305108e-04 8.811088e-04 2.598217e-03 5.409636e-03 1.304144e-02 6.169214e-02 1.149129e-01 2.718263e-01 4.423733e-01 8.367607e-01 1.168685e+00 
416 4993 4.238462e-01 1.171549e+00 1.176651e-06 1.176651e-06 2.437541e-05 1.833505e-04 2.484909e-04 2.841858e-04 3.140222e-04 3.293142e-04 4.319438e-04 8.785284e-04 2.592484e-03 5.395793e-03 1.304928e-02 6.156815e-02 1.140554e-01 2.694366e-01 4.416397e-01 8.327246e-01 1.171549e+00 
417 5005 4.135175e-01 1.160482e+00 1.165729e-06 1.165729e-06 2.412269e-05 1.813909e-04 2.494955e-04 2.855076e-04 3.147191e-04 3.285711e-04 4.377005e-04 8.741785e-04 2.591403e-03 5.452459e-03 1.315884e-02 6.238915e-02 1.130968e-01 2.695734e-01 4.393905e-01 8.262886e-01 1.160482e+00 
418 5017 4.000849e-01 1.151094e+00 1.152132e-06 1.152132e-06 2.381744e-05 1.812435e-04 2.490195e-04 2.876800e-04 3.146409e-04 3.300710e-04 4.412208e-04 8.689963e-04 2.594198e-03 5.446344e-03 1.311757e-02 6.285493e-02 1.123924e-01 2.685836e-01 4.365667e-01 8.200250e-01 1.151094e+00 
419 5029 3.982515e-01 1.144378e+00 1.143822e-06 1.143822e-06 2.349741e-05 1.811483e-04 2.520487e-04 2.861346e-04 3.155831e-04 3.302540e-04 4.481575e-04 8.584858e-04 2.579161e-03 5.440085e-03 1.308654e-02 6.284111e-02 1.126864e-01 2.699856e-01 4.348037e-01 8.242708e-01 1.144378e+00 
420 5041 3.862562e-01 1.140833e+00 1.127943e-06 1.127943e-06 2.319008e-05 1.802467e-04 2.509177e-04 2.872719e-04 3.141363e-04 3.296786e-04 4.534835e-04 8.553244e-04 2.552547e-03 5.473167e-03 1.302361e-02 6.159533e-02 1.122810e-01 2.692903e-01 4.337739e-01 8.268714e-01 1.140833e+00 
421 5053 3.761184e-01 1.140811e+00 1.109279e-06 1.109279e-06 2.274491e-05 1.798041e-04 2.510577e-04 2.848639e-04 3.132499e-04 3.285854e-04 4.558095e-04 8.583593e-04 2.535118e-03 5.486906e-03 1.300510e-02 6.129904e-02 1.124460e-01 2.721826e-01 4.336404e-01 8.270863e-01 1.140811e+00 
422 5065 3.863866e-01 1.138731e+00 1.098975e-06 1.098975e-06 2.244077e-05 1.798124e-04 2.508298e-04 2.847700e-04 3.134927e-04 3.276876e-04 4.581799e-04 8.640725e-04 2.602455e-03 5.473968e-03 1.318667e-02 6.114856e-02 1.132281e-01 2.703677e-01 4.349224e-01 8.254765e-01 1.138731e+00 
423 5077 3.866837e-01 1.135793e+00 1.095731e-06 1.095731e-06 2.218429e-05 1.789974e-04 2.488601e-04 2.856148e-04 3.123716e-04 3.283596e-04 4.572676e-04 8.602358e-04 2.583460e-03 5.506575e-03 1.327944e-02 6.023290e-02 1.130492e-01 2.700493e-01 4.340188e-01 8.205418e-01 1.135793e+00 
424 5089 4.006095e-01 1.133797e+00 1.086867e-06 1.086867e-06 2.203009e-05 1.775324e-04 2.474386e-04 2.841824e-04 3.090148e-04 3.290679e-04 4.565752e-04 8.557599e-04 2.578997e-03 5.527715e-03 1.352025e-02 5.999330e-02 1.133090e-01 2.725027e-01 4.382853e-01 8.138570e-01 1.133797e+00 
425 5101 4.033736e-01 1.117637e+00 1.068806e-06 1.068806e-06 2.182766e-05 1.774213e-04 2.480708e-04 2.823673e-04 3.076140e-04 3.290644e-04 4.525245e-04 8.662784e-04 2.585187e-03 5.494943e-03 1.353637e-02 6.062154e-02 1.131177e-01 2.734005e-01 4.359544e-01 8.120912e-01 1.117637e+00 
426 5113 4.018641e-01 1.136475e+00 1.059329e-06 1.059329e-06 2.163634e-05 1.759735e-04 2.469872e-04 2.840699e-04 3.093338e-04 3.280719e-04 4.512476e-04 8.653331e-04 2.575952e-03 5.510851e-03 1.350157e-02 5.946757e-02 1.131945e-01 2.725630e-01 4.365500e-01 8.065877e-01 1.136475e+00 
427 5125 3.934167e-01 1.130244e+00 1.034756e-06 1.034756e-06 2.149873e-05 1.755459e-04 2.465469e-04 2.843768e-04 3.147019e-04 3.280055e-04 4.504995e-04 8.625709e-04 2.582727e-03 5.504244e-03 1.351354e-02 5.895895e-02 1.131376e-01 2.716983e-01 4.354378e-01 7.997245e-01 1.130244e+00 
428 5137 3.853227e-01 1.126953e+00 1.016478e-06 1.016478e-06 2.132874e-05 1.741492e-04 2.452126e-04 2.888857e-04 3.167255e-04 3.282603e-04 4.473655e-04 8.602334e-04 2.613701e-03 5.542911e-03 1.358370e-02 5.865673e-02 1.133582e-01 2.719694e-01 4.335356e-01 8.070256e-01 1.126953e+00 
429 5149 3.603383e-01 1.120507e+00 1.007932e-06 1.007932e-06 2.109583e-05 1.747270e-04 2.438192e-04 2.852064e-04 3.141895e-04 3.291213e-04 4.464462e-04 8.589084e-04 2.628702e-03 5.557850e-03 1.374836e-02 5.845863e-02 1.129484e-01 2.694836e-01 4.364731e-01 8.014755e-01 1.120507e+00 
430 5161 3.437036e-01 1.128633e+00 9.972157e-07 9.972157e-07 2.087379e-05 1.738391e-04 2.444491e-04 2.850759e-04 3.114379e-04 3.303253e-04 4.461106e-04 8.524080e-04 2.643549e-03 5.539815e-03 1.376545e-02 5.919732e-02 1.122965e-01 2.683524e-01 4.410167e-01 8.000138e-01 1.128633e+00 
431 5173 3.344308e-01 1.151281e+00 9.907061e-07 9.907061e-07 2.057769e-05 1.745486e-04 2.438672e-04 2.860466e-04 3.120541e-04 3.288005e-04 4.430937e-04 8.516749e-04 2.665157e-03 5.510337e-03 1.374367e-02 5.897107e-02 1.112705e-01 2.695263e-01 4.428599e-01 7.971000e-01 1.151281e+00 
432 5185 3.306672e-01 1.157219e+00 9.844097e-07 9.844097e-07 2.030893e-05 1.736321e-04 2.484861e-04 2.878183e-04 3.126604e-04 3.283511e-04 4.422452e-04 8.515673e-04 2.664333e-03 5.472108e-03 1.374765e-02 5.913245e-02 1.121816e-01 2.679368e-01 4.425800e-01 7.936915e-01 1.157219e+00 
433 5197 3.357230e-01 1.165944e+00 9.787746e-07 9.787746e-07 2.011994e-05 1.727140e-04 2.514100e-04 2.861087e-04 3.120376e-04 3.280334e-04 4.486712e-04 8.441839e-04 2.661584e-03 5.478706e-03 1.369983e-02 5.958393e-02 1.115646e-01 2.674784e-01 4.358193e-01 7.903866e-01 1.165944e+00 
434 5209 3.362068e-01 1.163003e+00 9.708352e-07 9.708352e-07 1.996063e-05 1.710656e-04 2.517924e-04 2.845844e-04 3.120648e-04 3.278536e-04 4.467072e-04 8.441992e-04 2.643794e-03 5.490898e-03 1.359823e-02 5.957586e-02 1.112147e-01 2.694004e-01 4.345406e-01 8.195394e-01 1.163003e+00 
435 5221 3.321409e-01 1.155024e+00 9.687034e-07 9.687034e-07 1.977040e-05 1.707125e-04 2.517657e-04 2.840357e-04 3.097597e-04 3.258468e-04 4.466360e-04 8.414986e-04 2.666807e-03 5.479722e-03 1.360532e-02 5.949064e-02 1.105932e-01 2.712282e-01 4.338971e-01 8.244310e-01 1.155024e+00 
436 5233 3.355041e-01 1.127431e+00 9.574721e-07 9.574721e-07 1.961536e-05 1.704788e-04 2.540433e-04 2.837976e-04 3.174873e-04 3.241832e-04 4.524521e-04 8.386701e-04 2.687064e-03 5.462997e-03 1.347032e-02 5.976944e-02 1.103190e-01 2.739174e-01 4.336198e-01 8.302670e-01 1.127431e+00 
437 5245 3.234360e-01 1.123243e+00 9.458199e-07 9.458199e-07 1.937630e-05 1.691468e-04 2.533677e-04 2.795779e-04 3.157526e-04 3.260539e-04 4.493999e-04 8.356784e-04 2.724936e-03 5.439902e-03 1.339314e-02 5.987607e-02 1.099542e-01 2.767229e-01 4.306596e-01 8.367238e-01 1.123243e+00 
438 5257 3.131814e-01 1.137784e+00 9.428977e-07 9.428977e-07 1.923143e-05 1.710450e-04 2.525227e-04 2.777545e-04 3.139218e-04 3.261337e-04 4.476547e-04 8.363628e-04 2.710171e-03 5.418168e-03 1.336813e-02 6.006230e-02 1.102998e-01 2.749156e-01 4.278508e-01 8.353160e-01 1.137784e+00 
439 5269 3.005588e-01 1.132781e+00 9.294341e-07 9.294341e-07 1.904614e-05 1.705702e-04 2.547860e-04 2.771328e-04 3.130219e-04 3.254180e-04 4.447682e-04 8.311637e-04 2.686552e-03 5.399334e-03 1.378400e-02 5.978982e-02 1.099625e-01 2.724591e-01 4.253053e-01 8.340916e-01 1.132781e+00 
440 5281 2.793219e-01 1.128971e+00 9.229270e-07 9.229270e-07 1.900073e-05 1.694830e-04 2.555867e-04 2.773555e-04 3.141582e-04 3.264720e-04 4.394325e-04 8.399897e-04 2.672085e-03 5.376119e-03 1.384441e-02 5.998126e-02 1.109555e-01 2.736233e-01 4.264132e-01 8.362274e-01 1.128971e+00 
441 5293 2.564576e-01 1.126917e+00 9.129186e-07 9.129186e-07 1.889766e-05 1.685801e-04 2.537743e-04 2.744856e-04 3.136950e-04 3.257235e-04 4.386903e-04 8.401945e-04 2.662002e-03 5.450277e-03 1.366507e-02 5.982184e-02 1.102483e-01 2.744616e-01 4.213419e-01 8.377259e-01 1.126917e+00 
442 5305 2.499619e-01 1.130853e+00 9.005050e-07 9.005050e-07 1.844795e-05 1.675038e-04 2.536172e-04 2.748880e-04 3.160599e-04 3.247747e-04 4.372023e-04 8.428658e-04 2.616587e-03 5.435680e-03 1.371934e-02 5.967130e-02 1.098959e-01 2.744711e-01 4.197638e-01 8.293123e-01 1.130853e+00 
443 5317 2.368382e-01 1.117532e+00 8.858972e-07 8.858972e-07 1.823374e-05 1.662783e-04 2.519718e-04 2.710886e-04 3.194975e-04 3.231499e-04 4.384470e-04 8.433690e-04 2.624941e-03 5.399021e-03 1.368780e-02 5.942651e-02 1.100167e-01 2.746990e-01 4.181947e-01 8.303391e-01 1.117532e+00 
444 5329 2.381809e-01 1.124033e+00 8.727609e-07 8.727609e-07 1.795337e-05 1.666835e-04 2.552893e-04 2.724563e-04 3.175567e-04 3.268765e-04 4.360760e-04 8.407575e-04 2.597143e-03 5.380675e-03 1.358696e-02 5.922800e-02 1.108263e-01 2.748910e-01 4.140027e-01 8.261335e-01 1.124033e+00 
445 5341 2.355710e-01 1.137492e+00 8.667189e-07 8.667189e-07 1.761698e-05 1.646763e-04 2.533715e-04 2.746618e-04 3.155753e-04 3.236744e-04 4.351557e-04 8.316122e-04 2.586464e-03 5.365125e-03 1.353646e-02 5.906750e-02 1.116597e-01 2.739697e-01 4.144441e-01 8.262522e-01 1.137492e+00 
446 5353 2.354266e-01 1.144071e+00 8.611524e-07 8.611524e-07 1.731050e-05 1.653211e-04 2.515182e-04 2.755021e-04 3.142647e-04 3.239579e-04 4.398416e-04 8.285970e-04 2.604845e-03 5.338312e-03 1.364449e-02 5.789948e-02 1.121420e-01 2.727299e-01 4.135906e-01 8.255896e-01 1.144071e+00 
447 5365 2.271592e-01 1.145439e+00 8.486978e-07 8.486978e-07 1.709912e-05 1.649398e-04 2.503314e-04 2.761647e-04 3.141035e-04 3.270433e-04 4.401384e-04 8.265335e-04 2.587630e-03 5.329367e-03 1.358949e-02 5.811617e-02 1.117720e-01 2.705148e-01 4.130825e-01 8.187602e-01 1.145439e+00 
448 5377 2.240384e-01 1.148717e+00 8.414178e-07 8.414178e-07 1.678897e-05 1.658452e-04 2.483150e-04 2.747100e-04 3.152081e-04 3.267985e-04 4.405912e-04 8.274189e-04 2.557998e-03 5.381846e-03 1.353613e-02 5.814170e-02 1.120291e-01 2.704328e-01 4.118294e-01 8.238471e-01 1.148717e+00 
449 5389 2.196901e-01 1.168094e+00 8.380499e-07 8.380499e-07 1.649885e-05 1.653402e-04 2.484356e-04 2.737682e-04 3.175838e-04 3.304300e-04 4.389390e-04 8.209292e-04 2.574450e-03 5.375128e-03 1.348216e-02 5.794143e-02 1.113928e-01 2.690539e-01 4.082556e-01 8.219746e-01 1.168094e+00 
450 5401 2.242891e-01 1.185351e+00 8.333962e-07 8.333962e-07 1.617989e-05 1.658028e-04 2.461116e-04 2.741982e-04 3.169109e-04 3.328858e-04 4.384510e-04 8.203882e-04 2.575943e-03 5.477389e-03 1.382877e-02 5.792107e-02 1.110511e-01 2.686063e-01 4.055057e-01 8.209665e-01 1.185351e+00 
451 5413 2.299442e-01 1.192775e+00 8.291213e-07 8.291213e-07 1.607036e-05 1.688150e-04 2.460775e-04 2.757549e-04 3.168021e-04 3.365756e-04 4.379094e-04 8.145866e-04 2.575548e-03 5.437944e-03 1.377005e-02 5.802385e-02 1.117417e-01 2.705834e-01 4.049916e-01 8.228114e-01 1.192775e+00 
452 5425 2.275678e-01 1.200766e+00 8.189645e-07 8.189645e-07 1.575073e-05 1.697845e-04 2.487420e-04 2.740227e-04 3.144089e-04 3.375440e-04 4.372151e-04 8.077334e-04 2.574873e-03 5.439583e-03 1.383948e-02 5.799762e-02 1.114189e-01 2.701137e-01 4.037387e-01 8.197265e-01 1.200766e+00 
453 5437 2.285921e-01 1.196803e+00 8.091888e-07 8.091888e-07 1.568433e-05 1.704894e-04 2.495255e-04 2.696829e-04 3.147239e-04 3.318140e-04 4.366224e-04 8.027494e-04 2.572361e-03 5.454282e-03 1.383994e-02 5.830292e-02 1.108683e-01 2.696227e-01 4.018659e-01 8.166615e-01 1.196803e+00 
454 5449 2.317459e-01 1.193781e+00 8.025370e-07 8.025370e-07 1.539296e-05 1.708441e-04 2.514172e-04 2.698190e-04 3.127463e-04 3.376938e-04 4.378496e-04 8.011926e-04 2.578255e-03 5.483631e-03 1.389652e-02 5.777464e-02 1.111857e-01 2.685375e-01 4.003931e-01 8.130115e-01 1.193781e+00 
455 5461 2.290165e-01 1.182109e+00 7.899022e-07 7.899022e-07 1.531500e-05 1.711476e-04 2.513018e-04 2.677615e-04 3.099186e-04 3.368652e-04 4.387264e-04 7.981347e-04 2.555534e-03 5.505246e-03 1.400807e-02 5.737595e-02 1.110690e-01 2.679420e-01 4.037394e-01 8.115987e-01 1.182109e+00 
456 5473 2.225974e-01 1.177618e+00 7.889647e-07 7.889647e-07 1.507287e-05 1.704031e-04 2.514783e-04 2.671211e-04 3.132336e-04 3.361030e-04 4.389984e-04 7.963665e-04 2.544192e-03 5.506140e-03 1.403890e-02 5.753241e-02 1.117050e-01 2.683158e-01 4.049346e-01 8.119301e-01 1.177618e+00 
457 5485 2.268420e-01 1.174878e+00 7.833227e-07 7.833227e-07 1.482790e-05 1.723455e-04 2.500058e-04 2.672543e-04 3.117510e-04 3.357056e-04 4.387477e-04 8.001553e-04 2.555653e-03 5.579238e-03 1.388238e-02 5.756919e-02 1.122754e-01 2.684859e-01 4.048037e-01 8.059015e-01 1.174878e+00 
458 5497 2.347718e-01 1.186230e+00 7.685546e-07 7.685546e-07 1.473118e-05 1.712753e-04 2.504453e-04 2.660631e-04 3.109939e-04 3.360776e-04 4.372357e-04 7.980488e-04 2.543972e-03 5.655783e-03 1.395031e-02 5.749593e-02 1.129144e-01 2.732855e-01 4.045160e-01 7.999618e-01 1.186230e+00 
459 5509 2.310177e-01 1.182218e+00 7.634236e-07 7.634236e-07 1.462090e-05 1.695185e-04 2.496197e-04 2.660926e-04 3.131209e-04 3.337845e-04 4.369853e-04 7.908274e-04 2.539758e-03 5.626453e-03 1.389528e-02 5.717837e-02 1.126409e-01 2.731783e-01 4.096166e-01 7.925735e-01 1.182218e+00 
460 5521 2.276433e-01 1.223989e+00 7.508196e-07 7.508196e-07 1.452908e-05 1.701399e-04 2.515789e-04 2.625988e-04 3.115272e-04 3.326484e-04 4.370335e-04 7.970439e-04 2.522192e-03 5.649217e-03 1.395396e-02 5.737591e-02 1.121361e-01 2.727413e-01 4.062000e-01 7.897844e-01 1.223989e+00 
461 5533 2.214144e-01 1.218833e+00 7.454257e-07 7.454257e-07 1.443235e-05 1.703315e-04 2.505989e-04 2.633353e-04 3.116271e-04 3.286049e-04 4.358051e-04 7.958903e-04 2.504694e-03 5.710097e-03 1.398779e-02 5.724303e-02 1.137246e-01 2.748777e-01 4.040375e-01 8.000146e-01 1.218833e+00 
462 5545 2.179208e-01 1.213580e+00 7.358866e-07 7.358866e-07 1.421456e-05 1.692989e-04 2.486620e-04 2.615634e-04 3.098551e-04 3.275983e-04 4.331601e-04 7.956251e-04 2.497084e-03 5.667872e-03 1.396751e-02 5.745393e-02 1.137651e-01 2.731379e-01 4.054995e-01 8.077086e-01 1.213580e+00 
463 5557 2.087717e-01 1.211558e+00 7.327568e-07 7.327568e-07 1.377029e-05 1.684935e-04 2.471288e-04 2.598504e-04 3.099188e-04 3.303957e-04 4.295942e-04 7.952995e-04 2.487406e-03 5.655732e-03 1.388563e-02 5.707284e-02 1.147189e-01 2.694018e-01 4.056490e-01 8.049289e-01 1.211558e+00 
464 5569 2.147312e-01 1.218840e+00 7.211880e-07 7.211880e-07 1.358638e-05 1.680188e-04 2.455278e-04 2.628971e-04 3.147595e-04 3.333541e-04 4.259799e-04 7.906785e-04 2.471798e-03 5.650994e-03 1.414572e-02 5.672425e-02 1.146125e-01 2.700424e-01 4.046632e-01 8.215001e-01 1.218840e+00 
465 5581 2.309761e-01 1.237739e+00 7.130815e-07 7.130815e-07 1.356764e-05 1.668051e-04 2.423473e-04 2.613150e-04 3.133496e-04 3.344875e-04 4.244143e-04 7.873154e-04 2.480736e-03 5.722552e-03 1.415532e-02 5.632512e-02 1.154474e-01 2.687070e-01 4.055872e-01 8.425314e-01 1.237739e+00 
466 5593 2.386692e-01 1.239993e+00 7.099900e-07 7.099900e-07 1.342655e-05 1.661232e-04 2.401876e-04 2.612207e-04 3.117219e-04 3.325802e-04 4.237154e-04 7.847961e-04 2.479994e-03 5.765020e-03 1.413807e-02 5.601238e-02 1.154408e-01 2.703884e-01 4.071179e-01 8.513289e-01 1.239993e+00 
467 5605 2.428060e-01 1.238098e+00 7.058427e-07 7.058427e-07 1.323375e-05 1.643953e-04 2.373262e-04 2.602219e-04 3.134648e-04 3.352801e-04 4.251401e-04 7.832908e-04 2.485501e-03 5.757482e-03 1.413070e-02 5.594730e-02 1.150017e-01 2.679364e-01 4.052110e-01 8.533358e-01 1.238098e+00 
468 5617 2.458073e-01 1.232317e+00 6.942685e-07 6.942685e-07 1.310968e-05 1.632410e-04 2.354305e-04 2.571262e-04 3.146789e-04 3.325926e-04 4.238245e-04 7.807058e-04 2.491108e-03 5.737527e-03 1.409941e-02 5.526624e-02 1.157274e-01 2.694798e-01 4.026900e-01 8.615052e-01 1.232317e+00 
469 5629 2.495574e-01 1.230604e+00 6.848997e-07 6.848997e-07 1.295500e-05 1.621799e-04 2.344639e-04 2.580535e-04 3.126592e-04 3.285313e-04 4.240088e-04 7.798118e-04 2.473480e-03 5.796214e-03 1.406437e-02 5.502911e-02 1.154743e-01 2.658917e-01 3.999213e-01 8.736619e-01 1.230604e+00 
470 5641 2.712826e-01 1.234254e+00 6.762564e-07 6.762564e-07 1.277022e-05 1.621683e-04 2.343579e-04 2.569289e-04 3.170016e-04 3.251688e-04 4.262121e-04 7.799417e-04 2.511499e-03 5.826057e-03 1.412394e-02 5.478297e-02 1.142894e-01 2.656589e-01 4.006149e-01 9.195814e-01 1.234254e+00 
471 5653 2.879827e-01 1.234148e+00 6.736436e-07 6.736436e-07 1.261594e-05 1.612125e-04 2.346226e-04 2.558575e-04 3.152883e-04 3.227619e-04 4.256953e-04 7.718532e-04 2.546252e-03 5.781818e-03 1.426503e-02 5.475376e-02 1.137390e-01 2.648419e-01 3.995197e-01 9.428229e-01 1.234148e+00 
472 5665 3.023820e-01 1.223125e+00 6.717313e-07 6.717313e-07 1.251835e-05 1.600479e-04 2.334445e-04 2.540160e-04 3.151917e-04 3.247533e-04 4.240581e-04 7.708348e-04 2.545313e-03 5.780965e-03 1.410643e-02 5.468577e-02 1.140770e-01 2.631884e-01 3.984823e-01 9.709328e-01 1.223125e+00 
473 5677 3.173232e-01 1.217936e+00 6.654366e-07 6.654366e-07 1.240049e-05 1.590015e-04 2.374726e-04 2.532265e-04 3.137559e-04 3.293047e-04 4.245323e-04 7.771417e-04 2.572180e-03 5.762847e-03 1.414511e-02 5.474672e-02 1.142865e-01 2.731671e-01 3.966342e-01 9.857318e-01 1.217936e+00 
474 5689 3.316320e-01 1.216606e+00 6.597100e-07 6.597100e-07 1.230201e-05 1.593223e-04 2.378008e-04 2.523544e-04 3.123547e-04 3.284617e-04 4.234615e-04 7.738379e-04 2.570712e-03 5.713985e-03 1.407066e-02 5.514401e-02 1.145714e-01 2.734710e-01 4.006420e-01 1.011431e+00 1.216606e+00 
475 5701 3.260088e-01 1.213107e+00 6.531986e-07 6.531986e-07 1.213218e-05 1.606260e-04 2.372978e-04 2.525913e-04 3.125605e-04 3.291921e-04 4.211108e-04 7.773655e-04 2.590971e-03 5.680553e-03 1.402651e-02 5.554258e-02 1.155037e-01 2.725433e-01 4.091615e-01 1.023467e+00 1.213107e+00 
476 5713 3.309406e-01 1.207302e+00 6.441352e-07 6.441352e-07 1.197602e-05 1.597272e-04 2.362397e-04 2.512668e-04 3.125178e-04 3.303720e-04 4.201758e-04 7.772816e-04 2.554430e-03 5.695536e-03 1.409517e-02 5.589238e-02 1.157949e-01 2.742466e-01 4.066027e-01 1.032726e+00 1.207302e+00 
477 5725 3.246592e-01 1.194537e+00 6.353412e-07 6.353412e-07 1.183587e-05 1.586543e-04 2.365983e-04 2.534809e-04 3.099373e-04 3.293425e-04 4.199746e-04 7.726440e-04 2.591270e-03 5.673219e-03 1.409232e-02 5.590776e-02 1.149065e-01 2.725755e-01 4.033237e-01 1.036968e+00 1.194537e+00 
478 5737 3.307363e-01 1.184886e+00 6.209018e-07 6.209018e-07 1.179977e-05 1.606532e-04 2.361384e-04 2.557478e-04 3.135334e-04 3.302943e-04 4.204116e-04 7.660573e-04 2.600774e-03 5.651275e-03 1.393961e-02 5.602491e-02 1.152786e-01 2.741360e-01 4.011747e-01 1.053653e+00 1.184886e+00 
